id,category,amenities,bathrooms,bedrooms,currency,fee,has_photo,pets_allowed,price,price_display,price_type,square_feet,cityname,state,latitude,longitude,source
5668632975,housing/rent/apartment,Unknown,1,0,USD,No,Thumbnail,"Cats,Dogs",1099,1099,Monthly,290,Portland,OR,45.5091,-122.6449,RentLingo
5668632369,housing/rent/apartment,"Fireplace,Gym,Parking,Pool,Storage,Wood Floors",1,1,USD,No,Thumbnail,No,1060,1060,Monthly,650,Austin,TX,30.3054,-97.7497,RentLingo
5668632002,housing/rent/apartment,"Gated,Pool",1,1,USD,No,Thumbnail,No,1003,1003,Monthly,797,Round Rock,TX,30.5118,-97.6873,RentLingo
5668631854,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,837,837,Monthly,444,Austin,TX,30.3054,-97.7497,RentLingo
5668631790,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1020,1020,Monthly,692,Austin,TX,30.3054,-97.7497,RentLingo
5668631784,housing/rent/apartment,"Gym,Pool",1,1,USD,No,Thumbnail,No,985,985,Monthly,693,Austin,TX,30.3054,-97.7497,RentLingo
5668631302,housing/rent/apartment,"Clubhouse,Fireplace,Pool",1,1,USD,No,Thumbnail,No,1581,1581,Monthly,703,Austin,TX,30.3054,-97.7497,RentLingo
5668630952,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1090,1090,Monthly,665,Georgetown,TX,30.6505,-97.6809,RentLingo
5668630836,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,"Cats,Dogs",3250,3250,Monthly,1525,Ladera Ranch,CA,33.5585,-117.6695,RentLingo
5668630485,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,962,962,Monthly,532,Austin,TX,30.3054,-97.7497,RentLingo
5668630356,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",1740,1740,Monthly,1600,West Palm Beach,FL,26.7173,-80.1164,RentLingo
5668630131,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,1722,1722,Monthly,453,Austin,TX,30.3054,-97.7497,RentLingo
5668630089,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,840,840,Monthly,540,Round Rock,TX,30.5118,-97.6873,RentLingo
5668629888,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",1590,1590,Monthly,1000,Kansas City,MO,39.0744,-94.5521,RentLingo
5668629745,housing/rent/apartment,"Dishwasher,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",975,975,Monthly,615,San Antonio,TX,29.4624,-98.5253,RentLingo
5668628689,housing/rent/apartment,Unknown,1,0,USD,No,Thumbnail,"Cats,Dogs",895,895,Monthly,430,Pittsburgh,PA,40.4448,-79.9725,RentLingo
5668628058,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,"Cats,Dogs",1695,1695,Monthly,1550,Urbandale,IA,41.6251,-93.7375,RentLingo
5668627517,housing/rent/apartment,"Dishwasher,Elevator,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",975,975,Monthly,650,San Antonio,TX,29.4624,-98.5253,RentLingo
5668627160,housing/rent/apartment,"Dishwasher,Parking,Refrigerator",2,5,USD,No,Thumbnail,No,4500,4500,Monthly,2050,Allston,MA,42.3584,-71.1318,RentLingo
5668627095,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,No,3990,3990,Monthly,1739,San Jose,CA,37.3108,-121.8645,RentLingo
5668627084,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,2300,2300,Monthly,668,Oakland,CA,37.7904,-122.2151,RentLingo
5668627015,housing/rent/apartment,Refrigerator,1,2,USD,No,Thumbnail,No,2550,2550,Monthly,860,Oakland,CA,37.7904,-122.2151,RentLingo
5668626906,housing/rent/apartment,"Dishwasher,Refrigerator",3,4,USD,No,Thumbnail,No,4950,4950,Monthly,3350,Mission Viejo,CA,33.6042,-117.6526,RentLingo
5668626824,housing/rent/apartment,Unknown,1.5,2,USD,No,Thumbnail,"Cats,Dogs",4950,4950,Monthly,1200,Berkeley,CA,37.8726,-122.2707,RentLingo
5668625752,housing/rent/apartment,"Dishwasher,Parking,Patio/Deck,Refrigerator,Storage",1,2,USD,No,Thumbnail,No,1225,1225,Monthly,720,Madison,WI,43.0724,-89.4003,RentLingo
5668625536,housing/rent/apartment,"Cable or Satellite,Dishwasher,Elevator,Fireplace,Garbage Disposal,Internet Access,Luxury,Parking,Patio/Deck,Playground,Refrigerator,Storage",1,1,USD,No,Thumbnail,"Cats,Dogs",1025,1025,Monthly,616,Windsor,WI,43.2128,-89.3435,RentLingo
5668625042,housing/rent/apartment,"Dishwasher,Parking,Pool",2,2,USD,No,Thumbnail,"Cats,Dogs",2548,2548,Monthly,1391,Sherman Oaks,CA,34.1542,-118.4447,RentLingo
5668624921,housing/rent/apartment,"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,3,USD,No,Thumbnail,"Cats,Dogs",1299,1299,Monthly,1119,Concord,NC,35.4047,-80.6098,RentLingo
5668624600,housing/rent/apartment,"Dishwasher,Refrigerator",1,2,USD,No,Thumbnail,"Cats,Dogs",1549,1549,Monthly,431,Arlington,VA,38.8738,-77.1055,RentLingo
5668624330,housing/rent/apartment,"Cable or Satellite,Dishwasher,Garbage Disposal,Playground,Refrigerator",1,2,USD,No,Thumbnail,"Cats,Dogs",1905,1905,Monthly,900,Alexandria,VA,38.7999,-77.1072,RentLingo
5668624245,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,"Cats,Dogs",1199,1199,Monthly,1273,Dallas,GA,33.9217,-84.8634,RentLingo
5668624242,housing/rent/apartment,"Cable or Satellite,Dishwasher,Fireplace,Parking,Refrigerator",2,4,USD,No,Thumbnail,Cats,3580,3580,Monthly,2100,Chicago,IL,41.8625,-87.6825,RentLingo
5668623348,housing/rent/apartment,"Parking,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",495,495,Monthly,360,Tulsa,OK,36.116,-95.9281,RentLingo
5668622646,housing/rent/apartment,"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Pool,Refrigerator,Tennis",1,2,USD,No,Thumbnail,No,650,650,Monthly,314,Ogden,UT,41.2321,-111.9813,RentLingo
5668622445,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Doorman,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis",1,1,USD,No,Thumbnail,"Cats,Dogs",973,973,Monthly,509,Orlando,FL,28.5163,-81.3644,RentLingo
5668622093,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,TV",1,2,USD,No,Thumbnail,"Cats,Dogs",2095,2095,Monthly,390,Providence,RI,41.824,-71.4315,RentLingo
5668621164,housing/rent/apartment,Dishwasher,1,1,USD,No,Thumbnail,"Cats,Dogs",750,750,Monthly,568,Spokane Valley,WA,47.6485,-117.2657,RentLingo
5668620432,housing/rent/apartment,"Cable or Satellite,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1475,1475,Monthly,663,Somerset,NJ,40.4993,-74.5214,RentLingo
5668619160,housing/rent/apartment,"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,4,USD,No,Thumbnail,"Cats,Dogs",1650,1650,Monthly,1100,Urbana,IL,40.1171,-88.1889,RentLingo
5668618357,housing/rent/apartment,"Dishwasher,Parking,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1200,1200,Monthly,840,Lafayette,IN,40.3613,-86.9005,RentLingo
5668617043,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,720,720,Monthly,511,Champaign,IL,40.1145,-88.2723,RentLingo
5668615317,housing/rent/apartment,Pool,1,2,USD,No,Thumbnail,"Cats,Dogs",1385,1385,Monthly,572,Sacramento,CA,38.5587,-121.432,RentLingo
5668615207,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1007,1007,Monthly,735,Lees Summit,MO,38.9163,-94.3719,RentLingo
5668615006,housing/rent/apartment,"Dishwasher,Garbage Disposal,Pool,Refrigerator",2,3,USD,No,Thumbnail,"Cats,Dogs",1499,1499,Monthly,1544,Jacksonville,FL,30.2989,-81.6324,RentLingo
5668614703,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Storage",1,1,USD,No,Thumbnail,"Cats,Dogs",671,671,Monthly,685,Orange,TX,30.1213,-93.7711,RentLingo
5668614467,housing/rent/apartment,"Dishwasher,Fireplace,Gated,Internet Access,Parking,Patio/Deck,Refrigerator,Storage",1,2,USD,No,Thumbnail,"Cats,Dogs",1910,1910,Monthly,745,Boulder,CO,40.0213,-105.2552,RentLingo
5668613564,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,945,945,Monthly,530,San Antonio,TX,29.4624,-98.5253,RentLingo
5668612602,housing/rent/apartment,"Parking,Pool",1,1,USD,No,Thumbnail,"Cats,Dogs",1164,1164,Monthly,755,Owings Mills,MD,39.4276,-76.7727,RentLingo
5668611315,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage",1,2,USD,No,Thumbnail,"Cats,Dogs",777,777,Monthly,563,Raleigh,NC,35.823,-78.6438,RentLingo
5668610263,housing/rent/apartment,Pool,1,1,USD,No,Thumbnail,"Cats,Dogs",1055,1055,Monthly,550,Saint Petersburg,FL,27.7873,-82.6772,RentLingo
5668609452,housing/rent/apartment,Pool,1,1,USD,No,Thumbnail,"Cats,Dogs",665,665,Monthly,443,Houston,TX,29.7714,-95.4343,RentLingo
5668640290,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",600,600,Monthly,347,Saint Louis,MO,38.6274,-90.304,RentLingo
5668639731,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",2000,2000,Monthly,1220,Kent,WA,47.3851,-122.1882,RentLingo
5668639274,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",799,799,Monthly,500,Oklahoma City,OK,35.471,-97.5299,RentLingo
5668638948,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,No,1400,1400,Monthly,1168,Edwardsville,IL,38.8098,-89.9522,RentLingo
5668638780,housing/rent/apartment,"Elevator,Parking",1,1,USD,No,Thumbnail,"Cats,Dogs",1915,1915,Monthly,760,Chicago,IL,41.8625,-87.6825,RentLingo
5668638665,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,645,645,Monthly,675,West Bend,WI,43.4182,-88.1681,RentLingo
5668638448,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",650,650,Monthly,560,Bowling Green,OH,41.3712,-83.6212,RentLingo
5668637790,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,"Cats,Dogs",1795,1795,Monthly,1656,Ridgefield,WA,45.7905,-122.6885,RentLingo
5668637724,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,2683,2683,Monthly,957,Nashville,TN,36.137,-86.783,RentLingo
5668637644,housing/rent/apartment,Unknown,3,3,USD,No,Thumbnail,No,3995,3995,Monthly,2831,Portland,OR,45.5091,-122.6449,RentLingo
5668637165,housing/rent/apartment,"Dishwasher,Internet Access,Parking,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",850,850,Monthly,685,Dickinson,ND,46.882,-102.7862,RentLingo
5668636298,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",885,885,Monthly,468,Omaha,NE,41.2562,-96.0404,RentLingo
5668636211,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",2395,2395,Monthly,900,Washington,DC,38.9118,-77.0132,RentLingo
5668636001,housing/rent/apartment,"Parking,Storage,Washer Dryer",2,3,USD,No,Thumbnail,No,1250,1250,Monthly,2628,Fort Smith,AR,35.358,-94.3964,RentLingo
5668635826,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,1795,1795,Monthly,500,Carlsbad,CA,33.1201,-117.2858,RentLingo
5668635738,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,545,545,Monthly,950,Arvilla,ND,47.8895,-97.494,RentLingo
5668635266,housing/rent/apartment,Unknown,2.5,5,USD,No,Thumbnail,No,3495,3495,Monthly,2900,Madison,WI,43.0724,-89.4003,RentLingo
5668634764,housing/rent/apartment,Unknown,1,0,USD,No,Thumbnail,No,1195,1195,Monthly,300,Seattle,WA,47.616,-122.3275,RentLingo
5668634577,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,595,595,Monthly,792,Battle Creek,MI,42.3149,-85.1757,RentLingo
5668634488,housing/rent/apartment,Unknown,4,4,USD,No,Thumbnail,No,6500,6500,Monthly,3800,Annapolis,MD,38.9844,-76.4994,RentLingo
5668634340,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,No,1395,1395,Monthly,1550,Grand Forks,ND,47.9179,-97.0658,RentLingo
5668634074,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",1145,1145,Monthly,350,Philadelphia,PA,40.0054,-75.1415,RentLingo
5668633861,housing/rent/apartment,Unknown,2.5,4,USD,No,Thumbnail,No,1895,1895,Monthly,2132,Vancouver,WA,45.6558,-122.5888,RentLingo
5668633833,housing/rent/apartment,"Dishwasher,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",975,975,Monthly,882,San Antonio,TX,29.4624,-98.5253,RentLingo
5668633801,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,"Cats,Dogs",1015,1015,Monthly,845,Omaha,NE,41.2562,-96.0404,RentLingo
5668632658,housing/rent/apartment,Unknown,2,3,USD,No,Thumbnail,"Cats,Dogs",1495,1495,Monthly,1850,La Vista,NE,41.1765,-96.0829,RentLingo
5668632537,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1103,1103,Monthly,652,Austin,TX,30.3054,-97.7497,RentLingo
5668632393,housing/rent/apartment,"Dishwasher,Parking,Pool",1,1,USD,No,Thumbnail,No,1032,1032,Monthly,600,Austin,TX,30.3054,-97.7497,RentLingo
5668632355,housing/rent/apartment,"Gated,Gym,Patio/Deck,Pool,Refrigerator,Storage,TV,Wood Floors",1,2,USD,No,Thumbnail,No,1729,1729,Monthly,448,Austin,TX,30.3054,-97.7497,RentLingo
5668631771,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,920,920,Monthly,420,Austin,TX,30.3054,-97.7497,RentLingo
5668630592,housing/rent/apartment,"Patio/Deck,Playground,Pool,Washer Dryer,Wood Floors",1,1,USD,No,Thumbnail,No,1339,1339,Monthly,726,Cedar Park,TX,30.4973,-97.8276,RentLingo
5668629731,housing/rent/apartment,Unknown,1.5,3,USD,No,Thumbnail,No,1650,1650,Monthly,1250,University Place,WA,47.2334,-122.5457,RentLingo
5668629383,housing/rent/apartment,Unknown,1,3,USD,No,Thumbnail,"Cats,Dogs",1695,1695,Monthly,1253,Cincinnati,OH,39.1679,-84.4933,RentLingo
5668627573,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",932,932,Monthly,725,Pearland,TX,29.5521,-95.307,RentLingo
5668627555,housing/rent/apartment,Unknown,2,2,USD,No,Thumbnail,"Cats,Dogs",1500,1500,Monthly,1177,Brunswick,OH,41.2473,-81.8259,RentLingo
5668627070,housing/rent/apartment,"Dishwasher,Refrigerator",1,2,USD,No,Thumbnail,"Cats,Dogs",2200,2200,Monthly,1070,Hawthorne,CA,33.9136,-118.3527,RentLingo
5668626983,housing/rent/apartment,Unknown,2.5,2,USD,No,Thumbnail,Dogs,2795,2795,Monthly,1370,Seattle,WA,47.616,-122.3275,RentLingo
5668626966,housing/rent/apartment,Unknown,2.5,4,USD,No,Thumbnail,"Cats,Dogs",3200,3200,Monthly,1474,Pleasanton,CA,37.6806,-121.8921,RentLingo
5668626795,housing/rent/apartment,Unknown,2.5,3,USD,No,Thumbnail,"Cats,Dogs",3399,3399,Monthly,1721,San Jose,CA,37.3108,-121.8645,RentLingo
5668625154,housing/rent/apartment,"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,4,USD,No,Thumbnail,"Cats,Dogs",1549,1549,Monthly,2598,Laveen,AZ,33.3526,-112.1976,RentLingo
5668624263,housing/rent/apartment,"Dishwasher,Patio/Deck,Refrigerator",2,4,USD,No,Thumbnail,"Cats,Dogs",1299,1299,Monthly,2200,Conyers,GA,33.6471,-84.0154,RentLingo
5668623892,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,No,778,778,Monthly,616,Kansas City,MO,39.0744,-94.5521,RentLingo
5668623884,housing/rent/apartment,"Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator,Storage",1,1,USD,No,Thumbnail,No,1140,1140,Monthly,691,Kansas City,MO,39.0744,-94.5521,RentLingo
5668622224,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Refrigerator,Storage",1,1,USD,No,Thumbnail,"Cats,Dogs",949,949,Monthly,625,Tallahassee,FL,30.4601,-84.2714,RentLingo
5668622069,housing/rent/apartment,Parking,1,1,USD,No,Thumbnail,"Cats,Dogs",891,891,Monthly,832,Edmond,OK,35.6757,-97.4949,RentLingo
5668620244,housing/rent/apartment,"Parking,Storage",2,2,USD,No,Thumbnail,"Cats,Dogs",1400,1400,Monthly,1140,Waterloo,IA,42.4869,-92.3426,RentLingo
5668619348,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage",1,2,USD,No,Thumbnail,"Cats,Dogs",1160,1160,Monthly,338,Gainesville,FL,29.6533,-82.3656,RentLingo
5668619216,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Gated,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,No,1225,1225,Monthly,450,College Station,TX,30.5969,-96.3034,RentLingo
5668618416,housing/rent/apartment,"Garbage Disposal,Parking,Refrigerator",1,2,USD,No,Thumbnail,No,960,960,Monthly,752,West Lafayette,IN,40.4969,-86.9659,RentLingo
5668617140,housing/rent/apartment,"Dishwasher,Refrigerator",2,3,USD,No,Thumbnail,"Cats,Dogs",1525,1525,Monthly,1698,Burleson,TX,32.5285,-97.3119,RentLingo
5668617005,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,No,995,995,Monthly,1336,Ames,IA,42.0259,-93.6516,RentLingo
5668616966,housing/rent/apartment,"Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",3,4,USD,No,Thumbnail,"Cats,Dogs",1799,1799,Monthly,3740,Maricopa,AZ,32.9749,-112.0905,RentLingo
5668616749,housing/rent/apartment,Pool,1,1,USD,No,Thumbnail,"Cats,Dogs",900,900,Monthly,701,Tucson,AZ,32.2264,-110.9438,RentLingo
5668616618,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",883,883,Monthly,719,Bellevue,NE,41.1378,-95.9392,RentLingo
5668615971,housing/rent/apartment,"Cable or Satellite,Dishwasher,Internet Access,Parking,Playground,Refrigerator",1,3,USD,No,Thumbnail,No,1424,1424,Monthly,1050,Forest Lake,MN,45.2764,-92.9901,RentLingo
5668615295,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Parking,Patio/Deck,Playground,Pool,Refrigerator,View",1,1,USD,No,Thumbnail,"Cats,Dogs",850,850,Monthly,770,Cincinnati,OH,39.1679,-84.4933,RentLingo
5668615201,housing/rent/apartment,"Cable or Satellite,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1,2,USD,No,Thumbnail,"Cats,Dogs",715,715,Monthly,740,Lees Summit,MO,38.9163,-94.3719,RentLingo
5668614448,housing/rent/apartment,"Cable or Satellite,Internet Access,Parking,Pool,Storage",1,2,USD,No,Thumbnail,Cats,1025,1025,Monthly,500,Greeley,CO,40.4146,-104.7321,RentLingo
5668614383,housing/rent/apartment,"Cable or Satellite,Internet Access,Parking,Refrigerator",1,1,USD,No,Thumbnail,No,625,625,Monthly,468,Urbana,IL,40.1171,-88.1889,RentLingo
5668613618,housing/rent/apartment,"Dishwasher,Elevator,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1660,1660,Monthly,727,Atlanta,GA,33.7848,-84.3922,RentLingo
5668613578,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gated,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",2000,2000,Monthly,585,Fremont,CA,37.5444,-121.982,RentLingo
5668613466,housing/rent/apartment,"Parking,Patio/Deck,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1649,1649,Monthly,738,Tampa,FL,28.0076,-82.4792,RentLingo
5668612874,housing/rent/apartment,Pool,1,1,USD,No,Thumbnail,"Cats,Dogs",1345,1345,Monthly,675,San Bernardino,CA,34.1334,-117.292,RentLingo
5668612750,housing/rent/apartment,"Dishwasher,Parking,Pool,Refrigerator",1,1,USD,No,Thumbnail,Cats,1505,1505,Monthly,490,Bellevue,WA,47.5988,-122.1507,RentLingo
5668612739,housing/rent/apartment,"Dishwasher,Patio/Deck,Pool",1,1,USD,No,Thumbnail,"Cats,Dogs",1575,1575,Monthly,720,Lake Forest Park,WA,47.7631,-122.2901,RentLingo
5668612715,housing/rent/apartment,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1445,1445,Monthly,700,Kent,WA,47.3851,-122.1882,RentLingo
5668612700,housing/rent/apartment,"Cable or Satellite,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage",2,2,USD,No,Thumbnail,"Cats,Dogs",1440,1440,Monthly,973,Federal Way,WA,47.3071,-122.3404,RentLingo
5668612647,housing/rent/apartment,"Clubhouse,Dishwasher,Parking,Patio/Deck,Pool,Refrigerator",1,1,USD,No,Thumbnail,"Cats,Dogs",1161,1161,Monthly,780,Tampa,FL,28.0076,-82.4792,RentLingo
5668612044,housing/rent/apartment,"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Patio/Deck,Playground,Pool,Refrigerator,Tennis",1,1,USD,No,Thumbnail,"Cats,Dogs",1495,1495,Monthly,825,New Bedford,MA,41.6505,-70.9367,RentLingo
5668612030,housing/rent/apartment,Storage,1,2,USD,No,Thumbnail,"Cats,Dogs",946,946,Monthly,720,Baltimore,MD,39.3191,-76.6126,RentLingo
5668611689,housing/rent/apartment,Unknown,1,2,USD,No,Thumbnail,Cats,1570,1570,Monthly,582,Philadelphia,PA,40.0054,-75.1415,RentLingo
5668611090,housing/rent/apartment,"Cable or Satellite,Dishwasher,Parking,Refrigerator",1,2,USD,No,Thumbnail,"Cats,Dogs",950,950,Monthly,650,Kansas City,MO,39.0744,-94.5521,RentLingo
5668609530,housing/rent/apartment,"Patio/Deck,Pool",1,1,USD,No,Thumbnail,"Cats,Dogs",535,535,Monthly,539,Houston,TX,29.7714,-95.4343,RentLingo
5668609491,housing/rent/apartment,Unknown,1,1,USD,No,Thumbnail,"Cats,Dogs",877,877,Monthly,1003,Houston,TX,29.7714,-95.4343,RentLingo
5668609277,housing/rent/apartment,"Elevator,Parking,Patio/Deck,Pool,Storage",1,1,USD,No,Thumbnail,"Cats,Dogs",1889,1889,Monthly,939,Houston,TX,29.7714,-95.4343,RentLingo
